C08505F_001E,C08505F_001EA,C08505F_001M,C08505F_001MA,C08505F_002E,C08505F_002EA,C08505F_002M,C08505F_002MA,C08505F_003E,C08505F_003EA,C08505F_003M,C08505F_003MA,C08505F_004E,C08505F_004EA,C08505F_004M,C08505F_004MA,C08505F_005E,C08505F_005EA,C08505F_005M,C08505F_005MA,C08505F_006E,C08505F_006EA,C08505F_006M,C08505F_006MA,GEO_ID,NAME,state
3198,null,1001,null,1865,null,744,null,689,null,439,null,364,null,380,null,192,null,190,null,88,null,132,null,0400000US30,Montana,30
20670,null,2593,null,13189,null,2064,null,5221,null,1382,null,0,null,271,null,1420,null,695,null,840,null,494,null,0400000US31,Nebraska,31
55404,null,5167,null,40515,null,4116,null,9920,null,2256,null,2283,null,927,null,2501,null,1083,null,185,null,177,null,0400000US32,Nevada,32
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US33,New Hampshire,33
237550,null,9461,null,122831,null,6959,null,36483,null,4815,null,31535,null,3756,null,42030,null,4714,null,4671,null,1647,null,0400000US34,New Jersey,34
95203,null,6351,null,75490,null,5898,null,12858,null,1936,null,1149,null,626,null,3013,null,1230,null,2693,null,904,null,0400000US35,New Mexico,35
649977,null,17845,null,167965,null,9303,null,46929,null,4817,null,338111,null,12698,null,76916,null,6363,null,20056,null,3029,null,0400000US36,New York,36
154586,null,6941,null,88269,null,5856,null,54042,null,5884,null,1385,null,800,null,6823,null,1739,null,4067,null,2359,null,0400000US37,North Carolina,37
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US38,North Dakota,38
31704,null,3615,null,21826,null,2596,null,5235,null,1365,null,1162,null,627,null,2704,null,998,null,777,null,547,null,0400000US39,Ohio,39
32906,null,3580,null,22774,null,3021,null,7358,null,1868,null,117,null,171,null,1722,null,711,null,935,null,479,null,0400000US40,Oklahoma,40
48174,null,4578,null,30159,null,3376,null,10145,null,2406,null,2855,null,1253,null,3334,null,1448,null,1681,null,872,null,0400000US41,Oregon,41
84831,null,5408,null,45992,null,4179,null,18243,null,2782,null,11488,null,2316,null,7922,null,1822,null,1186,null,491,null,0400000US42,Pennsylvania,42
20591,null,2525,null,12549,null,1969,null,4554,null,1394,null,1730,null,816,null,1093,null,618,null,665,null,451,null,0400000US44,Rhode Island,44
26108,null,3153,null,12903,null,1930,null,9867,null,2443,null,285,null,290,null,1970,null,1018,null,1083,null,494,null,0400000US45,South Carolina,45
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US46,South Dakota,46
27900,null,3880,null,19907,null,3396,null,5894,null,1608,null,701,null,503,null,616,null,362,null,782,null,567,null,0400000US47,Tennessee,47
962651,null,21028,null,668546,null,15132,null,196058,null,11900,null,24686,null,3241,null,54156,null,5133,null,19205,null,2791,null,0400000US48,Texas,48
28750,null,3624,null,18762,null,2740,null,6810,null,1419,null,654,null,463,null,1807,null,819,null,717,null,603,null,0400000US49,Utah,49
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US50,Vermont,50
91132,null,7197,null,53027,null,5871,null,23363,null,3931,null,7868,null,2845,null,4838,null,1483,null,2036,null,877,null,0400000US51,Virginia,51
116498,null,6811,null,76829,null,5564,null,24500,null,4060,null,5828,null,2357,null,6225,null,1886,null,3116,null,1137,null,0400000US53,Washington,53
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US54,West Virginia,54
33677,null,2934,null,23826,null,2172,null,6076,null,1499,null,828,null,413,null,2311,null,792,null,636,null,511,null,0400000US55,Wisconsin,55
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US56,Wyoming,56
106551,null,6689,null,78042,null,5759,null,12250,null,2290,null,4544,null,1262,null,8710,null,1738,null,3005,null,1675,null,0400000US72,Puerto Rico,72
