C24090_001E,C24090_001M,C24090_002E,C24090_002M,C24090_003E,C24090_003M,C24090_004E,C24090_004M,C24090_005E,C24090_005M,C24090_006E,C24090_006M,C24090_007E,C24090_007M,C24090_008E,C24090_008M,C24090_009E,C24090_009M,C24090_010E,C24090_010M,C24090_011E,C24090_011M,C24090_012E,C24090_012M,C24090_013E,C24090_013M,C24090_014E,C24090_014M,C24090_015E,C24090_015M,C24090_016E,C24090_016M,C24090_017E,C24090_017M,C24090_018E,C24090_018M,C24090_019E,C24090_019M,C24090_001M,C24090_001EA,C24090_001MA,C24090_002M,C24090_002EA,C24090_002MA,C24090_003M,C24090_003EA,C24090_003MA,C24090_004M,C24090_004EA,C24090_004MA,C24090_005M,C24090_005EA,C24090_005MA,C24090_006M,C24090_006EA,C24090_006MA,C24090_007M,C24090_007EA,C24090_007MA,C24090_008M,C24090_008EA,C24090_008MA,C24090_009M,C24090_009EA,C24090_009MA,C24090_010M,C24090_010EA,C24090_010MA,C24090_011M,C24090_011EA,C24090_011MA,C24090_012M,C24090_012EA,C24090_012MA,C24090_013M,C24090_013EA,C24090_013MA,C24090_014M,C24090_014EA,C24090_014MA,C24090_015M,C24090_015EA,C24090_015MA,C24090_016M,C24090_016EA,C24090_016MA,C24090_017M,C24090_017EA,C24090_017MA,C24090_018M,C24090_018EA,C24090_018MA,C24090_019M,C24090_019EA,C24090_019MA,state
428158,7089,238600,5448,169207,5306,156421,5012,12786,1426,16797,1878,14264,1734,9203,1558,8892,1722,20237,2125,189558,5278,110428,4293,106623,4377,3805,778,42680,3077,16073,1987,8822,1152,4939,1006,6616,1338,7089,null,null,5448,null,null,5306,null,null,5012,null,null,1426,null,null,1878,null,null,1734,null,null,1558,null,null,1722,null,null,2125,null,null,5278,null,null,4293,null,null,4377,null,null,778,null,null,3077,null,null,1987,null,null,1152,null,null,1006,null,null,1338,null,null,23
2236656,14885,1208594,10844,816214,12380,760765,12202,55449,3645,80673,3927,71534,4496,40204,3231,148959,6723,51010,3709,1028062,11608,577273,11349,557596,11604,19677,2133,135920,5813,89182,4848,58028,3770,135496,5596,32163,3076,14885,null,null,10844,null,null,12380,null,null,12202,null,null,3645,null,null,3927,null,null,4496,null,null,3231,null,null,6723,null,null,3709,null,null,11608,null,null,11349,null,null,11604,null,null,2133,null,null,5813,null,null,4848,null,null,3770,null,null,5596,null,null,3076,null,null,24
2398415,18993,1342888,13109,1007851,13629,950974,13926,56877,3656,112085,5463,74436,4854,46782,3052,28573,2887,73161,4469,1055527,11797,680017,10675,661325,10728,18692,2071,185993,6325,81881,5118,48044,3399,21959,2701,37633,3280,18993,null,null,13109,null,null,13629,null,null,13926,null,null,3656,null,null,5463,null,null,4854,null,null,3052,null,null,2887,null,null,4469,null,null,11797,null,null,10675,null,null,10728,null,null,2071,null,null,6325,null,null,5118,null,null,3399,null,null,2701,null,null,3280,null,null,25
3060797,17941,1757027,13018,1424462,13337,1339045,13121,85417,3975,98239,4702,69252,3943,52581,3202,30928,2064,81565,4927,1303770,11789,911943,11909,888061,11733,23882,1953,182765,5698,80317,3752,65390,3342,26798,2071,36557,2723,17941,null,null,13018,null,null,13337,null,null,13121,null,null,3975,null,null,4702,null,null,3943,null,null,3202,null,null,2064,null,null,4927,null,null,11789,null,null,11909,null,null,11733,null,null,1953,null,null,5698,null,null,3752,null,null,3342,null,null,2071,null,null,2723,null,null,26
2001291,12776,1147325,9837,903452,9214,840644,9618,62808,2954,69816,4083,56670,3386,35717,2499,17905,1686,63765,3488,853966,9283,564503,7765,545951,7708,18552,1756,134469,4689,70557,3302,41918,3003,14292,1701,28227,2392,12776,null,null,9837,null,null,9214,null,null,9618,null,null,2954,null,null,4083,null,null,3386,null,null,2499,null,null,1686,null,null,3488,null,null,9283,null,null,7765,null,null,7708,null,null,1756,null,null,4689,null,null,3302,null,null,3003,null,null,1701,null,null,2392,null,null,27
895957,11578,483514,7934,363594,7763,341641,7917,21953,2273,18254,2235,28020,2638,27889,2628,15996,2153,29761,3373,412443,9325,262819,7772,255946,7603,6873,1659,32099,3172,31088,3355,60754,3861,15334,2107,10349,1712,11578,null,null,7934,null,null,7763,null,null,7917,null,null,2273,null,null,2235,null,null,2638,null,null,2628,null,null,2153,null,null,3373,null,null,9325,null,null,7772,null,null,7603,null,null,1659,null,null,3172,null,null,3355,null,null,3861,null,null,2107,null,null,1712,null,null,28
2046732,15756,1133296,10229,871242,11222,821603,11038,49639,3291,69774,4120,57312,3642,39076,3324,28572,2799,67320,4482,913436,11144,608127,10322,592102,10132,16025,1643,130930,5446,62381,3950,56447,3553,25716,2639,29835,2726,15756,null,null,10229,null,null,11222,null,null,11038,null,null,3291,null,null,4120,null,null,3642,null,null,3324,null,null,2799,null,null,4482,null,null,11144,null,null,10322,null,null,10132,null,null,1643,null,null,5446,null,null,3950,null,null,3553,null,null,2639,null,null,2726,null,null,29
330815,6403,190944,4862,134839,4275,117167,3970,17672,2314,10214,1357,9702,1123,12029,1499,6760,1214,17400,1927,139871,3956,81941,3958,76366,3906,5575,928,19968,1868,13928,1702,10559,1463,6681,1151,6794,1261,6403,null,null,4862,null,null,4275,null,null,3970,null,null,2314,null,null,1357,null,null,1123,null,null,1499,null,null,1214,null,null,1927,null,null,3956,null,null,3958,null,null,3906,null,null,928,null,null,1868,null,null,1702,null,null,1463,null,null,1151,null,null,1261,null,null,30
706760,7483,403367,4705,307518,5468,283272,5506,24246,2167,20737,1879,23626,2158,14828,1662,10083,1570,26575,2126,303393,5638,199244,5825,192901,5789,6343,1033,38827,2162,25966,2349,20405,1816,7540,1145,11411,1405,7483,null,null,4705,null,null,5468,null,null,5506,null,null,2167,null,null,1879,null,null,2158,null,null,1662,null,null,1570,null,null,2126,null,null,5638,null,null,5825,null,null,5789,null,null,1033,null,null,2162,null,null,2349,null,null,1816,null,null,1145,null,null,1405,null,null,31
959189,10753,549701,6954,453402,8253,434656,8327,18746,2401,13126,1971,25445,2395,14649,1793,18765,2056,24314,2477,409488,8160,315456,7620,305952,7498,9504,1684,19167,2071,36703,3405,17386,1910,8377,1377,12399,2121,10753,null,null,6954,null,null,8253,null,null,8327,null,null,2401,null,null,1971,null,null,2395,null,null,1793,null,null,2056,null,null,2477,null,null,8160,null,null,7620,null,null,7498,null,null,1684,null,null,2071,null,null,3405,null,null,1910,null,null,1377,null,null,2121,null,null,32
494714,7573,284850,5785,213627,6045,201872,6012,11755,1651,20453,2651,15917,2136,9086,1443,7499,1200,18268,1943,209864,4435,132205,4424,128989,4426,3216,816,34652,3048,17289,2215,9631,1383,6941,1295,9146,1607,7573,null,null,5785,null,null,6045,null,null,6012,null,null,1651,null,null,2651,null,null,2136,null,null,1443,null,null,1200,null,null,1943,null,null,4435,null,null,4424,null,null,4426,null,null,816,null,null,3048,null,null,2215,null,null,1383,null,null,1295,null,null,1607,null,null,33
3128441,23431,1794470,15842,1432633,15034,1331309,14654,101324,4747,78341,3884,96883,4926,66985,3410,43039,2830,76589,4248,1333971,13703,969765,12488,940293,12853,29472,2593,124869,5113,103599,5099,74532,4137,26039,2577,35167,3387,23431,null,null,15842,null,null,15034,null,null,14654,null,null,4747,null,null,3884,null,null,4926,null,null,3410,null,null,2830,null,null,4248,null,null,13703,null,null,12488,null,null,12853,null,null,2593,null,null,5113,null,null,5099,null,null,4137,null,null,2577,null,null,3387,null,null,34
604571,10551,337962,7362,223863,7263,209921,7195,13942,2223,16078,2032,28889,2720,21575,2583,27617,2523,19940,2608,266609,6954,151699,6188,145541,6167,6158,1361,28475,2700,28915,2772,31336,2629,16057,1942,10127,1565,10551,null,null,7362,null,null,7263,null,null,7195,null,null,2223,null,null,2032,null,null,2720,null,null,2583,null,null,2523,null,null,2608,null,null,6954,null,null,6188,null,null,6167,null,null,1361,null,null,2700,null,null,2772,null,null,2629,null,null,1942,null,null,1565,null,null,35
6655496,29452,3707130,21360,2714410,20578,2522685,20454,191725,7018,258615,6954,313555,7025,149489,5739,81411,5528,189650,7743,2948366,21689,1853864,20106,1794941,19591,58923,4334,434654,10848,337559,9230,164451,6326,58309,3877,99529,5047,29452,null,null,21360,null,null,20578,null,null,20454,null,null,7018,null,null,6954,null,null,7025,null,null,5739,null,null,5528,null,null,7743,null,null,21689,null,null,20106,null,null,19591,null,null,4334,null,null,10848,null,null,9230,null,null,6326,null,null,3877,null,null,5047,null,null,36
3257164,20644,1819073,13851,1412167,16652,1316510,16580,95657,4793,82753,4950,88508,4793,87728,5225,54074,3837,93843,4997,1438091,15229,998463,13351,965349,13198,33114,2988,134981,5423,93870,4865,133586,5757,32724,2816,44467,3001,20644,null,null,13851,null,null,16652,null,null,16580,null,null,4793,null,null,4950,null,null,4793,null,null,5225,null,null,3837,null,null,4997,null,null,15229,null,null,13351,null,null,13198,null,null,2988,null,null,5423,null,null,4865,null,null,5757,null,null,2816,null,null,3001,null,null,37
282432,5072,168564,3763,123286,3995,115792,3887,7494,751,9213,1254,8442,1195,6536,1080,5348,896,15739,1207,113868,3841,69545,3337,67304,3311,2241,718,18471,1914,9004,1159,8360,1174,3618,748,4870,960,5072,null,null,3763,null,null,3995,null,null,3887,null,null,751,null,null,1254,null,null,1195,null,null,1080,null,null,896,null,null,1207,null,null,3841,null,null,3337,null,null,3311,null,null,718,null,null,1914,null,null,1159,null,null,1174,null,null,748,null,null,960,null,null,38
3841743,19329,2170578,14759,1725576,16145,1635071,15835,90505,4212,113406,4659,122215,4598,60590,3911,47126,3172,101665,4193,1671165,13442,1139065,12516,1115968,12313,23097,2390,230166,6342,151136,6283,72320,3960,36564,2930,41914,3020,19329,null,null,14759,null,null,16145,null,null,15835,null,null,4212,null,null,4659,null,null,4598,null,null,3911,null,null,3172,null,null,4193,null,null,13442,null,null,12516,null,null,12313,null,null,2390,null,null,6342,null,null,6283,null,null,3960,null,null,2930,null,null,3020,null,null,39
1264454,10875,719828,8008,534324,9041,497477,8419,36847,2823,29991,2459,37020,2460,34417,2400,37365,2607,46711,2767,544626,8000,348596,7439,336478,7166,12118,1484,48473,2529,41408,2599,61800,3293,24729,2227,19620,1992,10875,null,null,8008,null,null,9041,null,null,8419,null,null,2823,null,null,2459,null,null,2460,null,null,2400,null,null,2607,null,null,2767,null,null,8000,null,null,7439,null,null,7166,null,null,1484,null,null,2529,null,null,2599,null,null,3293,null,null,2227,null,null,1992,null,null,40
1272501,14041,741212,10952,568195,11284,528545,10935,39650,3458,47063,3753,41988,2938,28068,2448,15440,1942,40458,3266,531289,9488,339142,9116,323469,9328,15673,2090,71377,3625,47578,3096,34678,2640,12277,1744,26237,2585,14041,null,null,10952,null,null,11284,null,null,10935,null,null,3458,null,null,3753,null,null,2938,null,null,2448,null,null,1942,null,null,3266,null,null,9488,null,null,9116,null,null,9328,null,null,2090,null,null,3625,null,null,3096,null,null,2640,null,null,1744,null,null,2585,null,null,41
4265547,26467,2398347,18240,1854722,15070,1749089,14711,105633,5315,171786,6450,112201,4893,77997,4606,56529,3557,125112,5332,1867200,16266,1261946,15330,1233263,15083,28683,2264,321826,8310,119698,5027,78839,3625,41660,2564,43231,2759,26467,null,null,18240,null,null,15070,null,null,14711,null,null,5315,null,null,6450,null,null,4893,null,null,4606,null,null,3557,null,null,5332,null,null,16266,null,null,15330,null,null,15083,null,null,2264,null,null,8310,null,null,5027,null,null,3625,null,null,2564,null,null,2759,null,null,42
350923,8515,192130,5159,144052,5830,136008,5713,8044,1217,15252,2072,11383,2227,6041,1371,6024,1370,9378,1595,158793,5336,104616,4883,100876,4913,3740,1147,25404,2590,11670,1663,9018,1535,3428,930,4657,957,8515,null,null,5159,null,null,5830,null,null,5713,null,null,1217,null,null,2072,null,null,2227,null,null,1371,null,null,1370,null,null,1595,null,null,5336,null,null,4883,null,null,4913,null,null,1147,null,null,2590,null,null,1663,null,null,1535,null,null,930,null,null,957,null,null,44
1584938,17748,873404,10674,687959,11211,644330,11008,43629,3575,31103,3402,42965,3946,40945,3717,26077,2731,44355,3391,711534,12597,491806,11770,478199,11663,13607,1852,51986,3492,53424,4220,77753,5067,19589,2804,16976,1950,17748,null,null,10674,null,null,11211,null,null,11008,null,null,3575,null,null,3402,null,null,3946,null,null,3717,null,null,2731,null,null,3391,null,null,12597,null,null,11770,null,null,11663,null,null,1852,null,null,3492,null,null,4220,null,null,5067,null,null,2804,null,null,1950,null,null,45
311208,5336,180760,3947,127477,4027,115725,3996,11752,1539,9443,1186,9720,1312,7197,1227,6095,1131,20828,1637,130448,3460,78038,2975,74769,2908,3269,871,20049,1923,10740,1426,8446,1234,6219,1174,6956,1186,5336,null,null,3947,null,null,4027,null,null,3996,null,null,1539,null,null,1186,null,null,1312,null,null,1227,null,null,1131,null,null,1637,null,null,3460,null,null,2975,null,null,2908,null,null,871,null,null,1923,null,null,1426,null,null,1234,null,null,1174,null,null,1186,null,null,46
2161823,14895,1212232,12769,922031,11094,884476,11141,37555,3350,59222,4108,75414,3988,39048,3253,36662,3054,79855,4894,949591,11948,659424,12015,646831,11836,12593,1886,93146,4723,86420,4345,51436,4315,26745,2944,32420,2710,14895,null,null,12769,null,null,11094,null,null,11141,null,null,3350,null,null,4108,null,null,3988,null,null,3253,null,null,3054,null,null,4894,null,null,11948,null,null,12015,null,null,11836,null,null,1886,null,null,4723,null,null,4345,null,null,4315,null,null,2944,null,null,2710,null,null,47
9448656,43201,5495285,27270,4344107,30893,4134247,31177,209860,8065,195256,9008,279617,9556,180985,8760,142928,7298,352392,12401,3953371,29586,2767056,24197,2696387,24653,70669,4677,307182,10049,354370,10893,282822,9211,92958,5565,148983,6906,43201,null,null,27270,null,null,30893,null,null,31177,null,null,8065,null,null,9008,null,null,9556,null,null,8760,null,null,7298,null,null,12401,null,null,29586,null,null,24197,null,null,24653,null,null,4677,null,null,10049,null,null,10893,null,null,9211,null,null,5565,null,null,6906,null,null,48
960953,10890,607389,7522,475939,8928,443336,9171,32603,2626,32728,2944,24856,2360,26517,2458,23264,2243,24085,2508,353564,6997,245653,7199,237712,7112,7941,1437,32755,2537,22739,2188,28200,2361,11830,1618,12387,2046,10890,null,null,7522,null,null,8928,null,null,9171,null,null,2626,null,null,2944,null,null,2360,null,null,2458,null,null,2243,null,null,2508,null,null,6997,null,null,7199,null,null,7112,null,null,1437,null,null,2537,null,null,2188,null,null,2361,null,null,1618,null,null,2046,null,null,49
220373,4229,121996,2762,87025,3285,78104,3141,8921,1271,11719,1432,5342,814,4817,917,2754,697,10339,1258,98377,2909,56542,2928,53239,2804,3303,667,20097,1842,7437,1103,7404,1069,2790,774,4107,843,4229,null,null,2762,null,null,3285,null,null,3141,null,null,1271,null,null,1432,null,null,814,null,null,917,null,null,697,null,null,1258,null,null,2909,null,null,2928,null,null,2804,null,null,667,null,null,1842,null,null,1103,null,null,1069,null,null,774,null,null,843,null,null,50
2939383,17961,1643819,12178,1159359,12676,1085855,13152,73504,4150,88041,4226,88617,4932,57639,4119,182894,6483,67269,4068,1295564,12940,801299,13296,773324,13589,27975,2371,148708,6244,128805,5475,71060,3666,110822,5175,34870,3245,17961,null,null,12178,null,null,12676,null,null,13152,null,null,4150,null,null,4226,null,null,4932,null,null,4119,null,null,6483,null,null,4068,null,null,12940,null,null,13296,null,null,13589,null,null,2371,null,null,6244,null,null,5475,null,null,3666,null,null,5175,null,null,3245,null,null,51
2399023,17811,1417921,13859,1087253,14218,1019402,12836,67851,3706,65337,4301,84704,4688,64603,3857,58313,3954,57711,3330,981102,11786,626517,10918,602399,11131,24118,2344,117561,5130,79724,4091,86879,4470,33275,3045,37146,2746,17811,null,null,13859,null,null,14218,null,null,12836,null,null,3706,null,null,4301,null,null,4688,null,null,3857,null,null,3954,null,null,3330,null,null,11786,null,null,10918,null,null,11131,null,null,2344,null,null,5130,null,null,4091,null,null,4470,null,null,3045,null,null,2746,null,null,53
523332,8263,289595,5658,208716,5985,200772,5774,7944,1462,14097,1989,16469,1967,21468,2172,17213,2105,11632,1744,233737,6127,147331,6004,142701,5830,4630,1314,24612,2416,20896,2174,22978,2438,11522,1676,6398,1363,8263,null,null,5658,null,null,5985,null,null,5774,null,null,1462,null,null,1989,null,null,1967,null,null,2172,null,null,2105,null,null,1744,null,null,6127,null,null,6004,null,null,5830,null,null,1314,null,null,2416,null,null,2174,null,null,2438,null,null,1676,null,null,1363,null,null,54
2023590,14840,1165184,10238,926233,10460,873636,10113,52597,2914,56404,2950,59792,2862,38117,2684,18948,1865,65690,3272,858406,10168,590045,9118,574304,9340,15741,1400,113786,4430,67573,2999,45714,2396,14032,1476,27256,2069,14840,null,null,10238,null,null,10460,null,null,10113,null,null,2914,null,null,2950,null,null,2862,null,null,2684,null,null,1865,null,null,3272,null,null,10168,null,null,9118,null,null,9340,null,null,1400,null,null,4430,null,null,2999,null,null,2396,null,null,1476,null,null,2069,null,null,55
198458,5555,119819,3524,86032,3535,79216,3817,6816,1334,5466,1032,9346,1350,8307,1298,3658,951,7010,1378,78639,3832,43485,3594,41043,3511,2442,794,9515,1463,9887,1404,9389,1429,3564,1031,2799,736,5555,null,null,3524,null,null,3535,null,null,3817,null,null,1334,null,null,1032,null,null,1350,null,null,1298,null,null,951,null,null,1378,null,null,3832,null,null,3594,null,null,3511,null,null,794,null,null,1463,null,null,1404,null,null,1429,null,null,1031,null,null,736,null,null,56
695390,13222,377397,7507,243952,7885,230065,7320,13887,2033,12896,1934,23320,2684,53119,3904,9202,1738,34908,2941,317993,8765,191268,7132,186147,7076,5121,1219,20356,2417,22176,2520,63281,4679,7923,1330,12989,2138,13222,null,null,7507,null,null,7885,null,null,7320,null,null,2033,null,null,1934,null,null,2684,null,null,3904,null,null,1738,null,null,2941,null,null,8765,null,null,7132,null,null,7076,null,null,1219,null,null,2417,null,null,2520,null,null,4679,null,null,1330,null,null,2138,null,null,72
1491707,14896,828753,9780,628661,10845,589898,10948,38763,3487,33788,3705,52354,3599,32603,2847,36539,2797,44808,3314,662954,10634,448403,10286,437146,10198,11257,1546,62410,4524,53693,3626,56832,4189,23898,2559,17718,2224,14896,null,null,9780,null,null,10845,null,null,10948,null,null,3487,null,null,3705,null,null,3599,null,null,2847,null,null,2797,null,null,3314,null,null,10634,null,null,10286,null,null,10198,null,null,1546,null,null,4524,null,null,3626,null,null,4189,null,null,2559,null,null,2224,null,null,01
225112,5317,128615,3999,78177,4132,72902,3980,5275,1151,9507,1701,9395,1258,10079,1764,14446,1665,7011,1341,96497,3467,47468,2948,45141,2790,2327,818,13895,1657,11810,1326,12391,1691,6537,1238,4396,1140,5317,null,null,3999,null,null,4132,null,null,3980,null,null,1151,null,null,1701,null,null,1258,null,null,1764,null,null,1665,null,null,1341,null,null,3467,null,null,2948,null,null,2790,null,null,818,null,null,1657,null,null,1326,null,null,1691,null,null,1238,null,null,1140,null,null,02
2103769,18732,1211619,13084,938298,14078,880725,13949,57573,3771,50354,3756,69885,4336,41491,3245,40182,3139,71409,4401,892150,12497,624303,11108,600881,10689,23422,2163,84858,4912,73321,3805,56824,3676,21933,2311,30911,2887,18732,null,null,13084,null,null,14078,null,null,13949,null,null,3771,null,null,3756,null,null,4336,null,null,3245,null,null,3139,null,null,4401,null,null,12497,null,null,11108,null,null,10689,null,null,2163,null,null,4912,null,null,3805,null,null,3676,null,null,2311,null,null,2887,null,null,04
927073,10740,515864,7990,395842,7657,374726,7419,21116,2483,26027,2875,23772,2371,30350,2505,11627,1783,28246,2602,411209,7901,273215,6930,266440,6932,6775,1550,41411,3529,26631,2292,50505,3360,9420,1508,10027,1745,10740,null,null,7990,null,null,7657,null,null,7419,null,null,2483,null,null,2875,null,null,2371,null,null,2505,null,null,1783,null,null,2602,null,null,7901,null,null,6930,null,null,6932,null,null,1550,null,null,3529,null,null,2292,null,null,3360,null,null,1508,null,null,1745,null,null,05
12410524,40892,7333255,30498,5697138,32384,5362463,32451,334675,8476,302959,9515,414841,10758,220030,8214,185410,7625,512877,11246,5077269,28134,3458341,28078,3341495,27393,116846,5069,471354,10545,496499,10345,273683,6748,109492,5517,267900,7775,40892,null,null,30498,null,null,32384,null,null,32451,null,null,8476,null,null,9515,null,null,10758,null,null,8214,null,null,7625,null,null,11246,null,null,28134,null,null,28078,null,null,27393,null,null,5069,null,null,10545,null,null,10345,null,null,6748,null,null,5517,null,null,7775,null,null,06
1970067,16547,1158503,10581,899968,10820,827459,11148,72509,4904,59770,3514,63477,3663,36065,3502,36282,3554,62941,3778,811564,10815,540255,9914,510371,9512,29884,2551,95551,4407,73085,3999,45235,3765,27121,2443,30317,2972,16547,null,null,10581,null,null,10820,null,null,11148,null,null,4904,null,null,3514,null,null,3663,null,null,3502,null,null,3554,null,null,3778,null,null,10815,null,null,9914,null,null,9512,null,null,2551,null,null,4407,null,null,3999,null,null,3765,null,null,2443,null,null,2972,null,null,08
1234949,13370,696738,9656,534782,8421,494931,8574,39851,3000,41786,3203,39120,3524,24645,2511,11812,1577,44593,3584,538211,8884,356504,7962,346831,7544,9673,1831,74269,4486,45471,2897,29252,2888,8005,1322,24710,2659,13370,null,null,9656,null,null,8421,null,null,8574,null,null,3000,null,null,3203,null,null,3524,null,null,2511,null,null,1577,null,null,3584,null,null,8884,null,null,7962,null,null,7544,null,null,1831,null,null,4486,null,null,2897,null,null,2888,null,null,1322,null,null,2659,null,null,09
