B17001E_001E,B17001E_001EA,B17001E_001M,B17001E_001MA,B17001E_002E,B17001E_002EA,B17001E_002M,B17001E_002MA,B17001E_003E,B17001E_003EA,B17001E_003M,B17001E_003MA,B17001E_004E,B17001E_004EA,B17001E_004M,B17001E_004MA,B17001E_005E,B17001E_005EA,B17001E_005M,B17001E_005MA,B17001E_006E,B17001E_006EA,B17001E_006M,B17001E_006MA,B17001E_007E,B17001E_007EA,B17001E_007M,B17001E_007MA,B17001E_008E,B17001E_008EA,B17001E_008M,B17001E_008MA,B17001E_009E,B17001E_009EA,B17001E_009M,B17001E_009MA,B17001E_010E,B17001E_010EA,B17001E_010M,B17001E_010MA,B17001E_011E,B17001E_011EA,B17001E_011M,B17001E_011MA,B17001E_012E,B17001E_012EA,B17001E_012M,B17001E_012MA,B17001E_013E,B17001E_013EA,B17001E_013M,B17001E_013MA,B17001E_014E,B17001E_014EA,B17001E_014M,B17001E_014MA,B17001E_015E,B17001E_015EA,B17001E_015M,B17001E_015MA,B17001E_016E,B17001E_016EA,B17001E_016M,B17001E_016MA,B17001E_017E,B17001E_017EA,B17001E_017M,B17001E_017MA,B17001E_018E,B17001E_018EA,B17001E_018M,B17001E_018MA,B17001E_019E,B17001E_019EA,B17001E_019M,B17001E_019MA,B17001E_020E,B17001E_020EA,B17001E_020M,B17001E_020MA,B17001E_021E,B17001E_021EA,B17001E_021M,B17001E_021MA,B17001E_022E,B17001E_022EA,B17001E_022M,B17001E_022MA,B17001E_023E,B17001E_023EA,B17001E_023M,B17001E_023MA,B17001E_024E,B17001E_024EA,B17001E_024M,B17001E_024MA,B17001E_025E,B17001E_025EA,B17001E_025M,B17001E_025MA,B17001E_026E,B17001E_026EA,B17001E_026M,B17001E_026MA,B17001E_027E,B17001E_027EA,B17001E_027M,B17001E_027MA,B17001E_028E,B17001E_028EA,B17001E_028M,B17001E_028MA,B17001E_029E,B17001E_029EA,B17001E_029M,B17001E_029MA,B17001E_030E,B17001E_030EA,B17001E_030M,B17001E_030MA,B17001E_031E,B17001E_031EA,B17001E_031M,B17001E_031MA,B17001E_032E,B17001E_032EA,B17001E_032M,B17001E_032MA,B17001E_033E,B17001E_033EA,B17001E_033M,B17001E_033MA,B17001E_034E,B17001E_034EA,B17001E_034M,B17001E_034MA,B17001E_035E,B17001E_035EA,B17001E_035M,B17001E_035MA,B17001E_036E,B17001E_036EA,B17001E_036M,B17001E_036MA,B17001E_037E,B17001E_037EA,B17001E_037M,B17001E_037MA,B17001E_038E,B17001E_038EA,B17001E_038M,B17001E_038MA,B17001E_039E,B17001E_039EA,B17001E_039M,B17001E_039MA,B17001E_040E,B17001E_040EA,B17001E_040M,B17001E_040MA,B17001E_041E,B17001E_041EA,B17001E_041M,B17001E_041MA,B17001E_042E,B17001E_042EA,B17001E_042M,B17001E_042MA,B17001E_043E,B17001E_043EA,B17001E_043M,B17001E_043MA,B17001E_044E,B17001E_044EA,B17001E_044M,B17001E_044MA,B17001E_045E,B17001E_045EA,B17001E_045M,B17001E_045MA,B17001E_046E,B17001E_046EA,B17001E_046M,B17001E_046MA,B17001E_047E,B17001E_047EA,B17001E_047M,B17001E_047MA,B17001E_048E,B17001E_048EA,B17001E_048M,B17001E_048MA,B17001E_049E,B17001E_049EA,B17001E_049M,B17001E_049MA,B17001E_050E,B17001E_050EA,B17001E_050M,B17001E_050MA,B17001E_051E,B17001E_051EA,B17001E_051M,B17001E_051MA,B17001E_052E,B17001E_052EA,B17001E_052M,B17001E_052MA,B17001E_053E,B17001E_053EA,B17001E_053M,B17001E_053MA,B17001E_054E,B17001E_054EA,B17001E_054M,B17001E_054MA,B17001E_055E,B17001E_055EA,B17001E_055M,B17001E_055MA,B17001E_056E,B17001E_056EA,B17001E_056M,B17001E_056MA,B17001E_057E,B17001E_057EA,B17001E_057M,B17001E_057MA,B17001E_058E,B17001E_058EA,B17001E_058M,B17001E_058MA,B17001E_059E,B17001E_059EA,B17001E_059M,B17001E_059MA,GEO_ID,NAME,state
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US13,Georgia,13
110995,null,4512,null,20102,null,4092,null,10193,null,2394,null,1087,null,494,null,60,null,71,null,682,null,314,null,487,null,446,null,119,null,149,null,580,null,276,null,2047,null,795,null,1588,null,712,null,678,null,359,null,1496,null,636,null,1013,null,504,null,144,null,148,null,212,null,204,null,9909,null,2067,null,889,null,454,null,55,null,69,null,1343,null,684,null,464,null,311,null,113,null,134,null,314,null,282,null,1487,null,640,null,1317,null,595,null,1077,null,523,null,1431,null,511,null,809,null,440,null,587,null,390,null,23,null,39,null,90893,null,5797,null,45224,null,3535,null,3106,null,688,null,570,null,289,null,3596,null,788,null,2672,null,745,null,558,null,394,null,1352,null,479,null,4165,null,1051,null,7611,null,1248,null,7412,null,926,null,5691,null,907,null,4535,null,701,null,2671,null,464,null,1285,null,370,null,45669,null,3064,null,2952,null,492,null,611,null,276,null,3428,null,853,null,1329,null,538,null,610,null,282,null,1688,null,496,null,4917,null,750,null,6767,null,1097,null,6315,null,862,null,6679,null,717,null,4761,null,662,null,3395,null,524,null,2217,null,465,null,0400000US15,Hawaii,15
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US16,Idaho,16
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US17,Illinois,17
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US18,Indiana,18
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US19,Iowa,19
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US20,Kansas,20
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US21,Kentucky,21
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US22,Louisiana,22
null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0400000US23,Maine,23
